,nivel satisfacción,última evaluación,número proyectos,horas mensuales promedio,años en la empresa,accidente laboral,se fue,promoción últimos 5 años,departamento,salario,región
4549,0.9,0.78,5,215,3,0,0,1,technical,low,Colombia
4550,0.65,0.8,6,233,3,1,0,1,support,medium,India
4551,0.53,0.74,5,237,2,0,0,1,support,medium,Reino Unido
4552,0.51,0.91,4,269,5,0,0,1,support,medium,Colombia
4553,1.0,0.76,6,246,3,1,0,1,support,medium,Colombia
4554,0.92,0.82,4,168,3,0,0,1,support,low,India
4555,1.0,0.59,3,168,3,0,0,1,support,low,Colombia
4556,0.23,0.67,4,163,5,0,0,1,support,low,Reino Unido
4557,0.52,0.77,3,142,2,0,0,1,support,low,Reino Unido
4558,0.8,0.83,4,183,2,1,0,1,support,low,India
4559,0.59,0.72,4,264,3,0,0,0,support,low,India
4560,0.75,0.55,2,184,2,0,0,0,support,low,Colombia
4561,0.99,0.58,4,138,3,0,0,0,technical,low,Reino Unido
4562,0.57,0.76,3,195,3,0,0,0,technical,medium,Colombia
4563,0.87,0.95,4,251,3,0,0,0,technical,medium,Colombia
4564,0.52,0.47,3,108,5,0,0,0,management,medium,Colombia
4565,0.57,0.9,3,144,2,0,0,0,IT,medium,India
4566,0.32,0.77,6,112,4,0,0,0,IT,medium,India
4567,0.66,0.81,2,201,3,0,0,0,IT,medium,Colombia
4568,0.53,0.8,4,204,3,0,0,0,IT,medium,Reino Unido
4569,0.55,0.62,5,226,3,0,0,0,IT,medium,Colombia
4570,0.66,0.9,3,217,4,0,0,0,product_mng,medium,India
4571,0.69,0.92,4,149,2,0,0,0,product_mng,medium,India
4572,0.67,0.99,5,237,3,0,0,0,product_mng,medium,Reino Unido
4573,0.75,0.37,3,256,3,0,0,0,product_mng,medium,Colombia
4574,0.7,0.98,4,194,2,0,0,0,IT,medium,India
4575,0.71,0.74,3,202,2,0,0,0,RandD,medium,India
4576,0.97,0.6,5,133,2,0,0,0,RandD,medium,Colombia
4577,0.5,0.48,3,246,3,0,0,0,RandD,medium,Colombia
4578,0.34,0.92,3,206,3,0,0,0,RandD,medium,Reino Unido
4579,0.67,0.74,3,204,3,0,0,0,RandD,medium,Reino Unido
4580,0.78,0.98,4,157,3,0,0,0,marketing,medium,India
4581,0.52,0.91,4,187,2,0,0,0,sales,medium,Reino Unido
4582,0.91,0.51,2,211,2,0,0,0,accounting,medium,Colombia
4583,0.79,0.92,3,204,3,0,0,0,support,medium,Reino Unido
4584,0.83,0.53,5,182,2,1,0,0,technical,medium,Colombia
4585,0.74,0.76,3,244,3,0,0,0,management,medium,India
4586,0.77,0.97,3,184,3,1,0,0,marketing,medium,Reino Unido
4587,0.49,0.71,2,117,3,0,0,0,marketing,high,Colombia
4588,0.94,0.89,3,230,3,1,0,0,marketing,high,Colombia
4589,0.99,0.91,3,241,2,0,0,0,sales,high,Reino Unido
4590,0.69,0.84,3,227,3,1,0,0,sales,high,India
4591,0.88,0.59,5,147,4,0,0,0,sales,high,India
4592,0.89,0.9,3,240,3,0,0,0,sales,high,India
4593,0.8,0.58,4,238,2,0,0,0,sales,high,India
4594,0.22,0.89,4,262,4,0,0,0,sales,high,Reino Unido
4595,0.87,0.83,4,215,2,0,0,0,sales,high,India
4596,0.66,0.66,3,211,4,0,0,0,sales,high,India
4597,0.9,0.68,3,156,3,1,0,0,sales,high,India
4598,0.95,0.54,4,180,5,0,0,0,sales,high,Reino Unido
4599,0.49,0.56,4,260,6,0,0,0,sales,low,Reino Unido
4600,0.71,0.68,4,228,2,0,0,0,sales,low,Colombia
4601,0.2,0.96,2,249,3,0,0,0,sales,low,India
4602,0.95,0.64,3,242,5,1,0,0,sales,low,Reino Unido
4603,0.68,0.8,2,254,2,1,0,0,sales,low,India
4604,0.93,0.68,3,272,2,1,0,0,sales,low,Colombia
4605,0.85,0.57,5,210,3,0,0,0,sales,low,India
4606,0.82,0.68,3,140,2,0,0,0,sales,low,Colombia
4607,0.87,0.42,5,252,5,0,0,0,sales,low,Colombia
4608,0.88,0.84,3,266,3,0,0,0,accounting,low,Colombia
4609,0.98,0.79,4,138,3,0,0,0,accounting,low,Colombia
4610,0.89,0.98,3,220,3,0,0,0,accounting,low,Colombia
4611,0.92,0.51,5,214,3,0,0,0,hr,low,India
4612,0.48,0.6,2,121,5,0,0,0,hr,low,Reino Unido
4613,0.67,0.49,4,195,3,0,0,0,hr,low,India
4614,0.84,0.55,3,135,3,0,0,0,hr,medium,Reino Unido
4615,0.97,0.78,4,261,2,0,0,0,technical,medium,Colombia
4616,0.65,0.53,5,205,3,1,0,0,technical,medium,Reino Unido
4617,0.79,0.87,5,240,2,1,0,0,technical,medium,India
4618,0.75,0.75,2,141,4,0,0,0,technical,medium,Reino Unido
4619,0.69,0.64,4,200,3,0,0,0,technical,medium,Colombia
4620,0.85,0.6,4,257,3,0,0,0,technical,medium,India
4621,0.34,0.41,2,141,3,0,0,0,technical,medium,India
4622,0.97,0.68,3,185,2,0,0,0,technical,medium,Reino Unido
4623,0.39,0.99,6,235,6,0,0,0,technical,medium,Reino Unido
4624,0.54,0.81,4,264,4,0,0,0,technical,medium,Colombia
4625,0.78,0.67,4,260,3,0,0,0,technical,medium,India
4626,0.49,0.79,4,158,3,0,0,0,support,high,Colombia
4627,0.17,0.83,6,195,5,0,0,0,support,high,Colombia
4628,0.98,0.81,3,180,2,1,0,0,support,high,India
4629,0.9,1.0,2,114,5,0,0,0,support,high,Colombia
4630,0.24,0.89,5,228,4,1,0,0,support,high,India
4631,0.92,0.79,5,243,3,1,0,0,support,high,Colombia
4632,0.36,0.72,3,179,3,0,0,0,support,high,Reino Unido
4633,0.19,0.76,2,158,3,0,0,0,support,high,Colombia
4634,0.75,0.76,4,254,4,0,0,0,support,low,India
4635,0.91,0.81,3,220,3,1,0,0,support,low,Reino Unido
4636,0.72,0.95,5,171,3,0,0,0,support,low,India
4637,0.62,0.64,4,142,2,0,0,0,technical,low,India
4638,0.97,0.75,3,241,2,0,0,0,technical,low,Colombia
4639,0.69,0.64,3,275,3,0,0,0,technical,low,Colombia
4640,0.98,0.56,3,157,2,0,0,0,management,low,Colombia
4641,0.62,0.53,5,169,3,0,0,0,IT,low,India
4642,0.59,0.82,2,233,2,0,0,0,IT,medium,Colombia
4643,0.73,0.98,4,160,3,0,0,0,IT,medium,Reino Unido
4644,0.71,0.79,3,189,3,0,0,0,IT,medium,Colombia
4645,0.85,0.58,4,273,4,0,0,0,IT,medium,Reino Unido
4646,0.8,0.94,4,141,3,1,0,0,product_mng,medium,India
4647,0.48,0.38,3,134,3,0,0,0,product_mng,medium,India
4648,0.64,0.4,3,248,3,0,0,0,product_mng,medium,India
4649,0.19,0.64,6,222,5,0,0,0,product_mng,medium,India
4650,0.82,0.69,5,219,3,0,0,0,IT,medium,Reino Unido
4651,0.99,0.96,4,202,3,0,0,0,RandD,medium,Reino Unido
4652,0.45,0.58,3,200,2,0,0,0,RandD,medium,Reino Unido
4653,0.89,0.89,3,138,2,0,0,0,RandD,medium,Colombia
4654,0.75,0.78,4,158,5,1,0,0,RandD,medium,Colombia
4655,0.8,0.86,3,136,2,0,0,0,RandD,medium,Colombia
4656,0.78,0.49,4,222,2,0,0,0,marketing,medium,Reino Unido
4657,0.95,0.76,3,236,2,1,0,0,sales,medium,Reino Unido
4658,0.68,0.67,4,135,2,0,0,0,accounting,medium,Reino Unido
4659,0.82,0.97,5,235,3,0,0,0,support,medium,Reino Unido
4660,0.9,0.69,4,274,2,0,0,0,technical,medium,Reino Unido
4661,0.59,0.99,3,235,2,0,0,0,management,medium,India
4662,0.66,0.57,3,169,4,1,0,0,marketing,medium,Reino Unido
4663,0.63,0.56,5,286,4,0,0,0,marketing,medium,India
4664,0.73,0.78,3,166,2,0,0,0,marketing,medium,India
4665,0.63,0.93,3,236,4,0,0,0,sales,high,Reino Unido
4666,0.87,0.62,5,197,2,0,0,0,sales,low,India
4667,0.62,0.87,6,169,2,1,0,0,sales,medium,Reino Unido
4668,0.53,0.9,3,210,3,0,0,0,sales,medium,Reino Unido
4669,0.94,0.83,4,156,2,0,0,0,sales,medium,Colombia
4670,0.94,0.55,5,231,2,0,0,0,sales,medium,Reino Unido
4671,0.55,0.64,3,101,2,1,0,0,sales,medium,Reino Unido
4672,0.58,0.72,4,259,3,0,0,0,sales,medium,Colombia
4673,0.98,0.88,5,203,5,1,0,0,sales,medium,Colombia
4674,0.74,0.76,5,255,4,0,0,0,sales,medium,Colombia
4675,0.65,0.48,3,131,3,1,0,0,sales,medium,Reino Unido
4676,0.97,0.79,2,272,2,0,0,0,sales,medium,India
4677,0.58,0.75,4,253,2,0,0,0,sales,low,Colombia
4678,0.49,0.77,2,254,2,0,0,0,sales,low,Colombia
4679,0.69,0.98,3,214,2,0,0,0,sales,low,Colombia
4680,0.55,0.49,5,195,3,0,0,0,sales,low,India
4681,0.65,0.89,4,240,3,0,0,0,sales,low,India
4682,0.87,0.49,4,149,2,0,0,0,sales,low,India
4683,0.12,0.7,4,276,4,0,0,0,sales,low,Reino Unido
4684,0.65,0.84,4,247,4,0,0,0,accounting,high,India
4685,0.23,0.66,4,212,4,1,0,0,accounting,low,Reino Unido
4686,0.62,0.77,4,256,3,0,0,0,accounting,high,Reino Unido
4687,0.86,0.72,4,178,2,0,0,0,hr,high,Colombia
4688,0.85,0.6,4,255,4,0,0,0,hr,low,Colombia
4689,0.74,0.76,3,224,2,0,0,0,hr,low,Colombia
4690,0.53,0.76,2,204,4,0,0,0,hr,high,India
4691,0.99,0.44,6,104,6,0,0,0,technical,low,Reino Unido
4692,0.48,0.81,5,113,3,0,0,0,technical,medium,Colombia
4693,0.72,0.74,3,243,2,0,0,0,technical,high,Reino Unido
4694,0.76,0.72,3,242,5,1,0,0,technical,medium,Colombia
4695,0.41,0.7,4,177,3,0,0,0,technical,medium,Colombia
4696,0.85,0.88,3,235,2,0,0,0,technical,medium,Reino Unido
4697,0.62,0.49,4,175,3,0,0,0,technical,medium,Reino Unido
4698,0.16,0.78,4,280,6,0,0,0,technical,high,Colombia
4699,0.58,0.61,3,205,2,0,0,0,technical,medium,Reino Unido
4700,0.73,0.95,4,243,3,0,0,0,technical,medium,India
4701,0.28,0.76,3,150,2,0,0,0,technical,medium,Colombia
4702,0.77,0.61,4,178,2,1,0,0,support,high,India
4703,0.85,0.86,3,231,3,0,0,0,support,medium,India
4704,0.56,0.76,3,134,2,0,0,0,support,high,India
4705,0.81,1.0,5,143,2,0,0,0,support,low,Reino Unido
4706,0.83,0.87,3,156,3,0,0,0,support,medium,India
4707,0.49,0.48,4,249,3,0,0,0,support,medium,Colombia
4708,0.81,0.97,3,247,3,0,0,0,support,medium,Reino Unido
4709,0.56,0.92,5,222,4,0,0,0,support,medium,Colombia
4710,0.77,0.83,3,160,3,0,0,0,support,low,Reino Unido
4711,0.73,0.5,4,224,4,1,0,0,support,low,Colombia
4712,0.95,0.72,4,235,2,0,0,0,support,low,India
4713,0.69,0.68,5,167,3,0,0,0,technical,low,Reino Unido
4714,0.79,0.89,3,104,4,0,0,0,technical,low,Colombia
4715,0.63,0.57,5,160,2,0,0,0,technical,low,Colombia
4716,0.8,0.79,4,168,3,0,0,0,management,low,India
4717,0.64,0.61,2,153,2,0,0,0,IT,low,India
4718,0.92,0.9,4,249,3,0,0,0,IT,low,Reino Unido
4719,0.96,0.75,4,177,2,0,0,0,IT,low,Reino Unido
4720,0.56,0.85,3,225,3,0,0,0,IT,high,India
4721,0.37,0.61,3,186,2,0,0,0,IT,low,India
4722,0.5,0.82,3,133,2,1,0,0,product_mng,low,Reino Unido
4723,0.49,0.58,4,213,4,1,0,0,product_mng,low,Reino Unido
4724,1.0,0.73,3,245,2,1,0,0,product_mng,low,India
4725,0.82,0.75,5,160,3,1,0,0,product_mng,high,Colombia
4726,0.52,0.54,4,212,3,0,0,0,IT,low,Colombia
4727,0.76,0.96,4,135,3,1,0,1,RandD,low,Reino Unido
4728,0.2,0.53,3,149,4,0,0,1,RandD,low,Colombia
4729,0.6,0.9,4,178,3,0,0,1,RandD,high,Reino Unido
4730,0.69,0.9,6,224,4,0,0,1,RandD,low,Colombia
4731,0.93,0.51,3,196,2,0,0,1,RandD,medium,Reino Unido
4732,0.7,0.64,4,178,3,1,0,1,marketing,high,Colombia
4733,0.56,0.54,4,191,2,1,0,1,sales,medium,Colombia
4734,0.97,0.61,4,167,3,0,0,1,accounting,high,Reino Unido
4735,0.24,0.65,6,275,5,1,0,1,support,medium,India
4736,0.83,0.91,3,168,3,0,0,1,technical,medium,Colombia
4737,0.55,0.85,3,152,2,0,0,1,management,medium,Reino Unido
4738,0.68,0.99,3,263,3,1,0,1,marketing,medium,Colombia
4739,0.48,0.53,3,113,4,0,0,0,marketing,medium,Colombia
4740,0.75,0.95,3,253,3,0,0,0,marketing,medium,Colombia
4741,0.61,0.5,4,271,3,1,0,0,sales,medium,Reino Unido
4742,0.5,0.74,4,165,2,1,0,0,sales,medium,Colombia
4743,0.78,0.54,5,257,3,0,0,0,sales,high,Colombia
4744,0.61,0.68,4,244,3,0,0,0,sales,low,India
4745,0.48,0.5,4,179,3,0,0,0,sales,medium,Reino Unido
4746,0.93,0.92,3,248,2,0,0,0,sales,medium,Reino Unido
4747,0.78,0.58,3,224,2,0,0,0,sales,medium,India
4748,0.92,0.99,5,236,4,0,0,0,sales,medium,Reino Unido
4749,0.71,0.98,5,213,3,0,0,0,sales,medium,Reino Unido
4750,0.15,0.42,4,238,3,0,0,0,sales,medium,Colombia
4751,0.14,0.83,5,153,5,1,0,0,sales,medium,Colombia
4752,0.56,0.72,4,247,2,0,0,0,sales,medium,India
4753,1.0,0.84,3,154,3,0,0,0,sales,medium,India
4754,0.77,0.82,3,147,4,0,0,0,sales,high,Colombia
4755,0.86,0.66,3,150,2,0,0,0,sales,low,Reino Unido
4756,0.88,0.95,3,137,3,0,0,0,sales,low,India
4757,0.85,0.84,5,179,3,0,0,0,sales,low,Reino Unido
4758,0.95,0.56,5,194,2,0,0,0,sales,high,Colombia
4759,0.65,0.65,4,224,3,0,0,0,sales,low,Colombia
4760,0.7,0.55,3,253,2,1,0,0,accounting,low,India
4761,0.6,0.55,3,177,3,1,0,0,accounting,low,Reino Unido
4762,0.84,0.83,3,215,3,0,0,0,accounting,high,India
4763,0.23,0.59,5,245,5,0,0,0,hr,low,Reino Unido
4764,0.89,0.75,3,134,3,0,0,0,hr,low,Colombia
4765,0.98,0.91,4,273,2,0,0,0,hr,low,Colombia
4766,0.88,0.83,4,163,3,0,0,0,hr,low,Reino Unido
4767,0.87,0.52,3,152,4,0,0,0,technical,low,Colombia
4768,0.93,0.96,3,268,4,0,0,0,technical,low,Colombia
4769,0.13,0.95,5,149,2,0,0,0,technical,low,India
4770,0.99,0.56,6,128,4,0,0,0,technical,medium,India
4771,0.52,0.51,3,218,2,1,0,0,technical,medium,Colombia
4772,0.58,0.98,3,146,3,0,0,0,technical,medium,Reino Unido
4773,0.85,0.57,5,190,2,1,0,0,technical,medium,Colombia
4774,0.41,0.59,2,182,3,0,0,0,technical,medium,Reino Unido
4775,1.0,0.8,5,162,3,1,0,0,technical,medium,India
4776,0.63,0.64,3,243,3,0,0,0,technical,medium,India
4777,0.63,0.58,4,141,3,1,0,0,technical,medium,India
4778,0.63,0.9,3,142,3,0,0,0,support,medium,Reino Unido
4779,0.59,0.62,3,203,4,0,0,0,support,medium,India
4780,0.88,0.77,4,168,4,0,0,0,support,medium,India
4781,0.72,0.7,3,149,3,0,0,0,support,medium,India
4782,0.67,0.81,4,168,2,0,0,0,support,high,India
4783,0.41,0.54,2,190,4,0,0,0,support,low,India
4784,0.3,0.68,3,229,6,0,0,0,support,medium,India
4785,0.83,0.84,3,249,2,0,0,0,support,medium,Reino Unido
4786,0.73,0.93,4,162,2,1,0,0,support,medium,Reino Unido
4787,0.87,0.9,4,163,2,0,0,0,support,medium,Colombia
4788,0.93,0.74,2,169,4,0,0,0,support,low,Colombia
4789,0.97,0.91,4,257,3,1,0,0,technical,low,Reino Unido
4790,0.7,0.54,4,150,4,0,0,0,technical,low,Reino Unido
4791,0.66,0.95,4,183,3,0,0,0,technical,low,Reino Unido
4792,0.62,0.66,3,208,3,0,0,0,management,low,Colombia
4793,0.56,0.52,4,158,2,0,0,0,IT,low,Colombia
4794,0.32,0.72,2,240,5,0,0,0,IT,low,Reino Unido
4795,0.55,0.81,5,251,3,0,0,0,IT,low,Colombia
4796,0.69,0.91,5,205,2,0,0,0,IT,low,Colombia
4797,0.91,0.63,4,226,3,1,0,0,IT,low,Colombia
4798,0.33,0.82,5,249,6,0,0,0,product_mng,low,Colombia
4799,0.37,0.74,2,197,3,0,0,0,product_mng,low,India
4800,0.95,0.57,5,216,3,0,0,0,product_mng,low,Reino Unido
4801,0.17,0.91,4,260,5,0,0,0,product_mng,low,India
4802,0.95,0.53,4,263,3,0,0,0,IT,low,Colombia
4803,0.27,0.69,2,177,5,0,0,0,RandD,low,Reino Unido
4804,0.91,0.95,4,171,3,0,0,0,RandD,low,India
4805,0.49,0.61,3,148,2,1,0,0,RandD,low,Reino Unido
4806,0.6,0.56,4,138,3,0,0,0,RandD,low,India
4807,0.52,0.57,4,183,3,0,0,0,RandD,low,Reino Unido
4808,0.54,0.65,3,202,3,0,0,0,marketing,low,Colombia
4809,0.86,0.53,4,160,2,1,0,0,sales,medium,Reino Unido
4810,0.78,0.87,4,264,3,0,0,0,accounting,medium,Reino Unido
4811,0.6,0.81,4,245,3,1,0,0,support,medium,Reino Unido
4812,0.15,0.91,2,207,3,0,0,0,technical,medium,Colombia
4813,0.72,0.92,3,225,3,0,0,0,management,medium,India
4814,0.94,0.85,4,236,2,0,0,0,marketing,medium,India
4815,0.92,0.56,4,170,3,0,0,0,marketing,medium,India
4816,0.6,0.88,3,261,3,1,0,0,marketing,medium,Reino Unido
4817,0.41,0.68,4,273,3,0,0,0,sales,medium,India
4818,0.5,0.43,3,184,2,0,0,0,sales,medium,Colombia
4819,0.8,0.91,3,202,2,0,0,0,sales,medium,Reino Unido
4820,0.67,0.83,4,195,3,0,0,0,sales,medium,Colombia
4821,0.71,0.88,4,266,3,0,0,0,sales,high,Colombia
4822,0.66,0.85,3,266,5,0,0,0,sales,low,India
4823,0.77,0.74,5,263,2,0,0,0,sales,medium,Reino Unido
4824,0.62,0.54,3,142,2,0,0,0,sales,medium,Colombia
4825,0.95,0.53,4,162,3,0,0,0,sales,medium,Reino Unido
4826,0.89,0.75,5,258,2,0,0,0,sales,medium,Reino Unido
4827,0.74,0.83,4,170,2,0,0,0,sales,low,India
4828,0.19,0.8,4,249,5,0,0,0,sales,low,Reino Unido
4829,0.83,0.77,3,171,3,0,0,0,sales,low,Colombia
4830,0.53,0.64,2,177,4,0,0,0,sales,low,India
4831,0.98,0.75,5,188,2,0,0,0,sales,low,Colombia
4832,0.74,0.99,5,146,2,0,0,0,sales,low,India
4833,0.22,0.88,5,154,5,0,0,0,sales,low,India
4834,0.76,0.68,4,204,3,1,0,0,sales,low,Colombia
4835,0.89,0.91,5,224,3,1,0,0,sales,low,Reino Unido
4836,0.5,0.84,3,156,4,0,0,0,accounting,low,Colombia
4837,0.17,0.82,6,259,4,0,0,0,accounting,low,Colombia
4838,0.46,0.38,6,165,3,0,0,0,accounting,low,India
4839,0.68,0.78,3,264,3,0,0,0,hr,low,Reino Unido
4840,0.77,0.86,4,215,2,0,0,0,hr,low,Reino Unido
4841,0.68,0.83,3,133,3,0,0,0,hr,low,Colombia
4842,0.15,0.7,4,220,4,0,0,0,hr,low,Colombia
4843,0.7,0.98,4,176,5,0,0,0,technical,low,India
4844,0.66,0.96,4,103,2,0,0,0,technical,low,India
4845,0.54,0.52,5,155,3,0,0,0,technical,low,Reino Unido
4846,0.57,0.57,4,141,3,0,0,0,technical,low,Colombia
4847,0.78,0.58,3,150,3,1,0,0,technical,low,Reino Unido
4848,0.14,0.83,5,171,6,0,0,0,technical,medium,India
4849,0.73,0.86,4,179,3,0,0,0,technical,medium,India
4850,0.65,0.97,4,145,2,0,0,0,technical,medium,Colombia
4851,0.31,0.59,3,176,3,0,0,0,technical,medium,India
4852,0.77,0.55,2,172,2,0,0,0,technical,medium,Colombia
4853,0.68,0.85,3,243,4,0,0,0,technical,medium,Colombia
4854,0.79,0.69,4,209,2,0,0,0,support,medium,Colombia
4855,0.92,0.62,4,196,3,0,0,0,support,medium,Reino Unido
4856,0.77,0.96,6,225,4,0,0,0,support,medium,India
4857,0.48,0.89,3,261,2,0,0,0,support,medium,Reino Unido
4858,0.63,0.66,4,157,2,0,0,0,support,medium,India
4859,0.92,0.49,5,259,3,1,0,0,support,medium,Reino Unido
4860,0.5,0.85,4,224,6,0,0,0,support,high,Colombia
4861,0.52,0.91,5,193,2,0,0,0,support,low,Colombia
4862,0.73,0.79,4,157,3,0,0,0,support,medium,India
4863,0.99,0.87,4,223,3,0,0,0,support,medium,Reino Unido
4864,0.91,0.99,3,188,3,1,0,0,support,medium,Colombia
4865,0.85,0.79,3,217,2,0,0,0,technical,medium,India
4866,0.95,0.69,4,207,2,1,0,0,technical,low,Reino Unido
4867,0.67,0.85,3,153,4,0,0,0,technical,low,India
4868,0.86,0.55,3,269,2,0,0,0,management,low,Colombia
4869,0.71,0.54,4,198,3,0,0,0,IT,low,Reino Unido
4870,0.99,0.95,4,102,5,0,0,0,IT,low,India
4871,0.57,0.61,3,167,2,1,0,0,IT,low,Reino Unido
4872,0.98,0.72,3,252,2,0,0,0,IT,low,Colombia
4873,0.62,0.58,3,192,2,0,0,0,IT,low,Reino Unido
4874,0.74,0.79,5,237,4,0,0,0,product_mng,low,Reino Unido
4875,0.7,0.6,4,158,3,0,0,0,product_mng,low,India
4876,0.8,0.93,3,260,3,0,0,0,product_mng,low,India
4877,0.65,0.69,4,153,3,0,0,0,product_mng,low,India
4878,0.53,0.52,3,233,4,0,0,0,IT,low,Colombia
4879,0.43,0.62,2,180,3,0,0,0,RandD,low,Reino Unido
4880,0.59,0.65,4,163,3,1,0,0,RandD,low,India
4881,0.16,0.96,6,211,6,1,0,0,RandD,low,India
4882,0.84,0.8,3,151,3,1,0,0,RandD,low,Colombia
4883,0.78,0.95,3,249,4,0,0,0,RandD,low,Reino Unido
4884,0.66,0.91,5,199,3,1,0,0,marketing,low,Reino Unido
4885,0.7,0.74,4,247,2,0,0,0,sales,low,India
4886,0.73,0.63,4,174,3,0,0,0,accounting,low,Colombia
4887,0.65,0.88,4,268,4,0,0,0,support,medium,Reino Unido
4888,0.79,0.59,5,197,4,0,0,0,technical,medium,Reino Unido
4889,0.57,0.68,4,154,3,1,0,0,management,medium,India
4890,0.24,0.58,5,279,4,0,0,0,marketing,medium,Colombia
4891,0.95,0.78,3,204,2,1,0,0,marketing,medium,Colombia
4892,0.38,0.54,2,112,3,0,0,0,marketing,medium,India
4893,0.9,0.78,4,261,2,1,0,0,sales,medium,Colombia
4894,0.5,0.4,3,180,4,0,0,0,sales,medium,Colombia
4895,0.68,0.61,3,261,5,0,0,0,sales,medium,India
4896,0.5,0.78,6,138,3,0,0,0,sales,medium,Reino Unido
4897,0.85,0.81,4,164,4,0,0,0,sales,medium,Reino Unido
4898,0.95,0.52,3,144,3,0,0,0,sales,medium,Reino Unido
4899,0.92,0.92,3,244,2,0,0,0,sales,high,India
4900,0.83,0.87,5,233,3,0,0,0,sales,low,Colombia
4901,0.9,0.78,4,225,2,1,0,0,sales,medium,India
4902,0.21,0.77,6,215,4,0,0,0,sales,medium,India
4903,0.94,0.86,3,223,4,0,0,0,sales,medium,Colombia
4904,0.7,0.85,4,232,3,0,0,0,sales,medium,Reino Unido
4905,0.54,0.76,3,157,4,0,0,0,sales,low,India
4906,0.77,0.65,4,268,3,0,0,0,sales,low,Colombia
4907,0.62,0.49,3,158,2,0,0,0,sales,low,Colombia
4908,0.93,0.55,5,222,2,0,0,0,sales,low,Colombia
4909,0.81,0.86,3,210,3,0,0,0,sales,low,Reino Unido
4910,0.99,0.79,4,133,2,0,0,0,sales,low,Colombia
4911,0.78,0.49,3,224,3,0,0,0,sales,low,India
4912,0.66,0.63,5,264,5,0,0,0,accounting,low,India
4913,0.9,0.72,5,237,2,0,0,0,accounting,low,India
4914,0.74,0.53,5,141,2,0,0,0,accounting,low,Reino Unido
4915,0.65,0.78,4,238,5,1,0,0,hr,low,India
4916,0.99,0.52,4,167,3,0,0,0,hr,low,Reino Unido
4917,0.83,0.72,4,161,3,0,0,0,hr,low,Colombia
4918,0.6,0.82,4,194,3,0,0,0,hr,low,Colombia
4919,0.55,0.93,3,217,3,1,0,0,technical,low,India
4920,0.96,0.71,3,170,3,0,0,0,technical,low,India
4921,0.83,0.94,4,243,3,0,0,0,technical,low,Colombia
4922,0.95,0.7,4,267,3,1,0,0,technical,low,Reino Unido
4923,0.77,0.88,2,169,3,0,0,0,technical,medium,India
4924,0.83,0.95,3,255,3,0,0,0,technical,medium,India
4925,0.87,0.54,4,211,3,0,0,0,technical,medium,Colombia
4926,0.69,0.49,3,198,4,0,0,0,technical,medium,Reino Unido
4927,0.67,0.58,3,246,3,0,0,0,technical,medium,Colombia
4928,0.55,0.49,3,146,2,0,0,0,technical,medium,India
4929,0.55,0.82,4,134,6,0,0,0,technical,medium,Reino Unido
4930,0.39,0.48,3,169,3,0,0,0,support,medium,Colombia
4931,0.51,0.93,5,232,3,0,0,0,support,medium,India
4932,0.39,0.38,2,106,3,1,0,0,support,medium,Colombia
4933,0.96,0.93,4,260,3,0,0,0,support,medium,India
4934,0.68,0.81,3,232,2,0,0,0,support,medium,India
4935,0.67,0.71,4,173,3,0,0,0,support,high,India
4936,0.68,0.44,5,152,5,0,0,0,support,low,India
4937,0.56,0.58,3,173,3,0,0,0,support,medium,Colombia
4938,0.9,0.7,3,274,3,0,0,0,support,medium,Colombia
4939,0.69,0.59,3,233,3,0,0,0,support,medium,Reino Unido
4940,0.99,0.71,4,232,3,0,0,0,support,medium,Reino Unido
4941,0.42,0.59,3,156,2,0,0,0,technical,low,Reino Unido
4942,0.28,0.51,3,124,3,0,0,0,technical,low,Reino Unido
4943,0.55,0.65,3,207,3,0,0,0,technical,low,Reino Unido
4944,0.91,0.53,3,273,6,0,0,0,management,low,India
4945,0.53,0.98,3,219,4,0,0,0,IT,low,Reino Unido
4946,0.87,0.74,4,207,3,0,0,0,IT,low,Reino Unido
4947,0.57,0.6,4,248,4,0,0,0,IT,low,Reino Unido
4948,0.59,0.77,3,169,3,0,0,0,IT,low,India
4949,0.76,0.89,4,181,3,0,0,0,IT,low,Colombia
4950,0.59,0.42,3,196,3,0,0,0,product_mng,low,Reino Unido
4951,0.5,0.54,3,254,2,0,0,0,product_mng,low,Reino Unido
4952,0.55,0.55,4,191,4,0,0,0,product_mng,low,Colombia
4953,0.92,0.53,3,238,2,0,0,0,product_mng,low,India
4954,0.8,0.51,5,196,3,0,0,0,IT,low,Colombia
4955,0.93,0.66,4,228,3,0,0,0,RandD,low,Reino Unido
4956,0.67,0.57,4,165,3,0,0,0,RandD,low,India
4957,0.78,0.55,3,144,2,0,0,0,RandD,low,India
4958,0.61,0.7,4,243,3,0,0,0,RandD,low,Reino Unido
4959,0.74,0.84,3,206,3,0,0,0,RandD,low,Reino Unido
4960,0.5,0.49,3,180,3,1,0,0,marketing,low,India
4961,0.84,0.96,3,161,2,1,0,0,sales,low,Colombia
4962,0.89,0.55,4,196,2,0,0,0,accounting,medium,India
4963,0.77,0.89,5,152,3,0,0,0,support,medium,Colombia
4964,0.64,0.71,3,231,4,0,0,0,technical,medium,Reino Unido
4965,0.77,0.89,2,215,5,1,0,0,management,medium,Colombia
4966,0.74,0.58,4,233,4,0,0,0,marketing,medium,Reino Unido
4967,0.88,0.96,4,155,2,0,0,0,marketing,medium,Reino Unido
